Datetime,TotalD,GEFS,NDFD,GAVG,REAL
170,727194.4069376009,132806.72433555106,356938.8634558662,148375.99012484017,4146.725025028821
171,727194.4069376009,132806.72433555106,356938.8634558662,148375.99012484017,4146.725025028821
172,727194.4069376009,132806.72433555106,356938.8634558662,148375.99012484017,4146.725025028821
173,727194.4069376009,132806.72433555106,356938.8634558662,148375.99012484017,4146.725025028821
174,778039.5302535282,134090.43212611842,375959.3756859328,151057.33890377925,4146.725025028821
175,778039.5302535282,134090.43212611842,375959.3756859328,151057.33890377925,4146.725025028821
176,778039.5302535282,134090.43212611842,375959.3756859328,151057.33890377925,4146.725025028821
177,778039.5302535282,134090.43212611842,375959.3756859328,151057.33890377925,4146.725025028821
178,778039.5302535282,134090.43212611842,375959.3756859328,151057.33890377925,4146.725025028821
179,778039.5302535282,134090.43212611842,375959.3756859328,151057.33890377925,4146.725025028821
180,825770.2391847265,135998.40270107565,390768.4160772989,152757.61938620656,4146.725025028821
181,825770.2391847265,135998.40270107565,390768.4160772989,152757.61938620656,4146.725025028821
182,825770.2391847265,135998.40270107565,390768.4160772989,152757.61938620656,4146.725025028821
183,825770.2391847265,135998.40270107565,390768.4160772989,152757.61938620656,4146.725025028821
184,825770.2391847265,135998.40270107565,390768.4160772989,152757.61938620656,4146.725025028821
185,825770.2391847265,135998.40270107565,390768.4160772989,152757.61938620656,4146.725025028821
186,867874.840384545,138515.30778268463,401806.6432637189,154695.5765826465,4146.725025028821
187,867874.840384545,138515.30778268463,401806.6432637189,154695.5765826465,4146.725025028821
188,867874.840384545,138515.30778268463,401806.6432637189,154695.5765826465,4146.725025028821
189,867874.840384545,138515.30778268463,401806.6432637189,154695.5765826465,4146.725025028821
190,867874.840384545,138515.30778268463,401806.6432637189,154695.5765826465,4146.725025028821
191,867874.840384545,138515.30778268463,401806.6432637189,154695.5765826465,4146.725025028821
192,905879.5965589562,140457.1512950866,427539.9451822854,157226.1577471153,4146.725025028821
193,905879.5965589562,140457.1512950866,427539.9451822854,157226.1577471153,4146.725025028821
194,905879.5965589562,140457.1512950866,427539.9451822854,157226.1577471153,4146.725025028821
195,905879.5965589562,140457.1512950866,427539.9451822854,157226.1577471153,4146.725025028821
