Datetime,TotalD,GEFS,NDFD,GAVG,REAL
2017-09-12 17:00:00,610139.350015,110654.014657,268012.175752,146322.620784,1912.54674905
2017-09-12 18:00:00,672019.450653,121310.677442,289567.405483,158938.389196,1912.54674905
2017-09-12 19:00:00,672019.450653,121310.677442,289567.405483,158938.389196,1912.54674905
2017-09-12 20:00:00,672019.450653,121310.677442,289567.405483,158938.389196,1912.54674905
2017-09-12 21:00:00,672019.450653,121310.677442,289567.405483,158938.389196,1912.54674905
2017-09-12 22:00:00,672019.450653,121310.677442,289567.405483,158938.389196,1912.54674905
2017-09-12 23:00:00,672019.450653,121310.677442,289567.405483,158938.389196,1912.54674905
2017-09-13 00:00:00,727194.406938,140192.189233,338572.723606,181736.599292,1912.54674905
2017-09-13 01:00:00,727194.406938,140192.189233,338572.723606,181736.599292,1912.54674905
2017-09-13 02:00:00,727194.406938,140192.189233,338572.723606,181736.599292,1912.54674905
2017-09-13 03:00:00,727194.406938,140192.189233,338572.723606,181736.599292,1912.54674905
2017-09-13 04:00:00,727194.406938,140192.189233,338572.723606,181736.599292,1912.54674905
2017-09-13 05:00:00,727194.406938,140192.189233,338572.723606,181736.599292,1912.54674905
2017-09-13 06:00:00,778039.530254,143264.819893,361690.722437,186781.953714,1912.54674905
2017-09-13 07:00:00,778039.530254,143264.819893,361690.722437,186781.953714,1912.54674905
2017-09-13 08:00:00,778039.530254,143264.819893,361690.722437,186781.953714,1912.54674905
2017-09-13 09:00:00,778039.530254,143264.819893,361690.722437,186781.953714,1912.54674905
2017-09-13 10:00:00,778039.530254,143264.819893,361690.722437,186781.953714,1912.54674905
2017-09-13 11:00:00,778039.530254,143264.819893,361690.722437,186781.953714,1912.54674905
2017-09-13 12:00:00,825770.239185,143691.590219,373372.508048,187523.538233,1912.54674905
2017-09-13 13:00:00,825770.239185,143691.590219,373372.508048,187523.538233,1912.54674905
2017-09-13 14:00:00,825770.239185,143691.590219,373372.508048,187523.538233,1912.54674905
2017-09-13 15:00:00,825770.239185,143691.590219,373372.508048,187523.538233,1912.54674905
2017-09-13 16:00:00,825770.239185,143691.590219,373372.508048,187523.538233,1912.54674905
2017-09-13 17:00:00,825770.239185,143691.590219,373372.508048,187523.538233,1912.54674905
2017-09-13 18:00:00,867874.840385,143721.391525,376997.484296,187577.143194,1912.54674905
2017-09-13 19:00:00,867874.840385,143721.391525,376997.484296,187577.143194,1912.54674905
2017-09-13 20:00:00,867874.840385,143721.391525,376997.484296,187577.143194,1912.54674905
2017-09-13 21:00:00,867874.840385,143721.391525,376997.484296,187577.143194,1912.54674905
2017-09-13 22:00:00,867874.840385,143721.391525,376997.484296,187577.143194,1912.54674905
2017-09-13 23:00:00,867874.840385,143721.391525,376997.484296,187577.143194,1912.54674905
2017-09-14 00:00:00,905879.596559,149029.135835,408768.915632,192443.513648,1912.54674905
2017-09-14 01:00:00,905879.596559,149029.135835,408768.915632,192443.513648,1912.54674905
2017-09-14 02:00:00,905879.596559,149029.135835,408768.915632,192443.513648,1912.54674905
2017-09-14 03:00:00,905879.596559,149029.135835,408768.915632,192443.513648,1912.54674905
2017-09-14 04:00:00,905879.596559,149029.135835,408768.915632,192443.513648,1912.54674905
2017-09-14 05:00:00,905879.596559,149029.135835,408768.915632,192443.513648,1912.54674905
2017-09-14 06:00:00,940279.257036,150312.743087,414325.449103,193401.90059,1912.54674905
2017-09-14 07:00:00,940279.257036,150312.743087,414325.449103,193401.90059,1912.54674905
2017-09-14 08:00:00,940279.257036,150312.743087,414325.449103,193401.90059,1912.54674905
2017-09-14 09:00:00,940279.257036,150312.743087,414325.449103,193401.90059,1912.54674905
2017-09-14 10:00:00,940279.257036,150312.743087,414325.449103,193401.90059,1912.54674905
2017-09-14 11:00:00,940279.257036,150312.743087,414325.449103,193401.90059,1912.54674905
2017-09-14 12:00:00,972433.989914,150657.724725,417369.743957,193401.90059,1912.54674905
2017-09-14 13:00:00,972433.989914,150657.724725,417369.743957,193401.90059,1912.54674905
2017-09-14 14:00:00,972433.989914,150657.724725,417369.743957,193401.90059,1912.54674905
2017-09-14 15:00:00,972433.989914,150657.724725,417369.743957,193401.90059,1912.54674905
2017-09-14 16:00:00,972433.989914,150657.724725,417369.743957,193401.90059,1912.54674905
2017-09-14 17:00:00,972433.989914,150657.724725,417369.743957,193401.90059,1912.54674905
2017-09-14 18:00:00,1000744.32859,150657.724725,420225.941986,193401.90059,1912.54674905
2017-09-14 19:00:00,1000744.32859,150657.724725,420225.941986,193401.90059,1912.54674905
2017-09-14 20:00:00,1000744.32859,150657.724725,420225.941986,193401.90059,1912.54674905
2017-09-14 21:00:00,1000744.32859,150657.724725,420225.941986,193401.90059,1912.54674905
2017-09-14 22:00:00,1000744.32859,150657.724725,420225.941986,193401.90059,1912.54674905
2017-09-14 23:00:00,1000744.32859,150657.724725,420225.941986,193401.90059,1912.54674905
2017-09-15 00:00:00,1026994.79812,153259.693266,439892.502547,196003.86913,1912.54674905
