Datetime,TotalD,GEFS,NDFD,GAVG,REAL
2017-09-11 03:00:00,790500.0,503589.886053,166200.507339,498302.691572,532304.54981
2017-09-11 04:00:00,796875.0,509327.386053,169408.412334,504040.191572,538042.04981
2017-09-11 05:00:00,803250.0,515064.886053,172579.483518,509777.691572,543779.54981
2017-09-11 06:00:00,809625.0,520802.386053,175743.692091,515515.191572,549517.04981
2017-09-11 07:00:00,816000.0,526539.886053,177069.231559,521252.691572,555254.54981
2017-09-11 08:00:00,822375.0,532277.386053,178388.938202,526990.191572,560992.04981
2017-09-11 09:00:00,828750.0,538014.886053,179585.645562,532727.691572,566729.54981
2017-09-11 10:00:00,835125.0,543752.386053,180750.19632,538465.191572,572467.04981
2017-09-11 11:00:00,841500.0,549489.886053,181913.430295,544202.691572,578204.54981
2017-09-11 12:00:00,847875.0,555227.386053,187650.930295,549940.191572,583942.04981
2017-09-11 13:00:00,854250.0,560964.886053,193388.430295,555677.691572,589679.54981
2017-09-11 14:00:00,860625.0,566702.386053,198809.293752,561415.191572,595417.04981
2017-09-11 15:00:00,867000.0,572439.886053,203858.640482,567152.691572,601154.54981
2017-09-11 16:00:00,873375.0,578177.386053,208902.519101,572890.191572,606892.04981
2017-09-11 17:00:00,879750.0,583914.886053,213946.39772,578627.691572,612629.54981
2017-09-11 18:00:00,886125.0,589652.386053,218984.049104,584365.191572,618367.04981
2017-09-11 19:00:00,892500.0,595389.886053,220566.741905,590102.691572,624104.54981
2017-09-11 20:00:00,898875.0,601127.386053,222146.031474,595840.191572,629842.04981
2017-09-11 21:00:00,905250.0,606864.886053,223538.505161,601577.691572,635579.54981
2017-09-11 22:00:00,911625.0,612602.386053,224892.856274,607315.191572,641317.04981
2017-09-11 23:00:00,918000.0,618339.886053,226037.307294,613052.691572,647054.54981
2017-09-12 00:00:00,924375.0,624077.386053,231774.807294,618790.191572,652792.04981
2017-09-12 01:00:00,930750.0,629814.886053,237512.307294,624527.691572,658529.54981
2017-09-12 02:00:00,937125.0,635552.386053,243249.807294,630265.191572,664267.04981
2017-09-12 03:00:00,943500.0,641289.886053,248987.307294,636002.691572,670004.54981
2017-09-12 04:00:00,949875.0,647027.386053,254724.807294,641740.191572,675742.04981
2017-09-12 05:00:00,956250.0,652764.886053,260462.307294,647477.691572,681479.54981
2017-09-12 06:00:00,962625.0,658502.386053,266199.807294,653215.191572,687217.04981
2017-09-12 07:00:00,969000.0,664239.886053,267085.549324,658952.691572,692954.54981
2017-09-12 08:00:00,975375.0,669977.386053,267085.549324,664690.191572,698692.04981
