Datetime,TotalD,GEFS,NDFD,GAVG,REAL
2017-09-11 04:00:00,920240.015925,515774.225801,183227.491183,510562.137557,538042.04981
2017-09-11 05:00:00,926615.015925,521511.725801,186398.562366,516299.637557,543779.54981
2017-09-11 06:00:00,1015187.33364,533940.854246,194073.917563,529245.587943,549517.04981
2017-09-11 07:00:00,1021562.33364,539678.354246,195399.457031,534983.087943,555254.54981
2017-09-11 08:00:00,1027937.33364,545415.854246,196719.163674,540720.587943,560992.04981
2017-09-11 09:00:00,1034312.33364,551153.354246,197915.871033,546458.087943,566729.54981
2017-09-11 10:00:00,1040687.33364,556890.854246,199080.421792,552195.587943,572467.04981
2017-09-11 11:00:00,1047062.33364,562628.354246,200243.655767,557933.087943,578204.54981
2017-09-11 12:00:00,1148707.3304,598834.657811,278687.544857,599246.145756,583942.04981
2017-09-11 13:00:00,1155082.3304,604572.157811,284425.044857,604983.645756,589679.54981
2017-09-11 14:00:00,1161457.3304,610309.657811,289845.908315,610721.145756,595417.04981
2017-09-11 15:00:00,1167832.3304,616047.157811,294895.255044,616458.645756,601154.54981
2017-09-11 16:00:00,1174207.3304,621784.657811,299939.133663,622196.145756,606892.04981
2017-09-11 17:00:00,1180582.3304,627522.157811,304983.012282,627933.645756,612629.54981
2017-09-11 18:00:00,1272274.98563,644937.390747,344525.897137,649769.629434,618367.04981
2017-09-11 19:00:00,1278649.98563,650674.890747,346108.589938,655507.129434,624104.54981
2017-09-11 20:00:00,1285024.98563,656412.390747,347687.879507,661244.629434,629842.04981
2017-09-11 21:00:00,1291399.98563,662149.890747,349080.353194,666982.129434,635579.54981
2017-09-11 22:00:00,1297774.98563,667887.390747,350434.704308,672719.629434,641317.04981
2017-09-11 23:00:00,1304149.98563,673624.890747,351579.155327,678457.129434,647054.54981
2017-09-12 00:00:00,1389463.1098,709365.737535,425923.688162,715749.83626,652792.04981
2017-09-12 01:00:00,1395838.1098,715103.237535,431661.188162,721487.33626,658529.54981
2017-09-12 02:00:00,1402213.1098,720840.737535,437398.688162,727224.83626,664267.04981
2017-09-12 03:00:00,1408588.1098,726578.237535,443136.188162,732962.33626,670004.54981
2017-09-12 04:00:00,1414963.1098,732315.737535,448873.688162,738699.83626,675742.04981
2017-09-12 05:00:00,1421338.1098,738053.237535,454611.188162,744437.33626,681479.54981
2017-09-12 06:00:00,1501626.68736,768171.232524,494376.68736,774477.610397,687217.04981
2017-09-12 07:00:00,1508001.68736,773908.732524,495262.429391,780215.110397,692954.54981
2017-09-12 08:00:00,1514376.68736,779646.232524,495262.429391,785952.610397,698692.04981
2017-09-12 09:00:00,1520751.68736,785383.732524,495262.429391,791690.110397,704429.54981
2017-09-12 10:00:00,1527126.68736,791121.232524,495262.429391,797427.610397,710167.04981
2017-09-12 11:00:00,1533501.68736,796858.732524,495262.429391,803165.110397,715904.54981
2017-09-12 12:00:00,1611014.35002,815722.871432,566281.100923,824327.453884,721642.04981
2017-09-12 13:00:00,1617389.35002,821460.371432,572018.600923,830064.953884,727379.54981
2017-09-12 14:00:00,1623764.35002,827197.871432,577756.100923,835802.453884,733117.04981
2017-09-12 15:00:00,1630139.35002,832935.371432,583493.600923,841539.953884,738854.54981
2017-09-12 16:00:00,1636514.35002,838672.871432,589231.100923,847277.453884,744592.04981
2017-09-12 17:00:00,1642889.35002,844410.371432,594968.600923,853014.953884,750329.54981
2017-09-12 18:00:00,1711144.45065,850633.229337,627394.450653,859443.03378,756067.04981
2017-09-12 19:00:00,1717519.45065,856370.729337,628280.192684,865180.53378,761804.54981
2017-09-12 20:00:00,1723894.45065,862108.229337,628280.192684,870918.03378,767542.04981
2017-09-12 21:00:00,1730269.45065,867845.729337,628280.192684,876655.53378,773279.54981
2017-09-12 22:00:00,1736644.45065,873583.229337,628280.192684,882393.03378,779017.04981
2017-09-12 23:00:00,1743019.45065,879320.729337,628280.192684,888130.53378,784754.54981
2017-09-13 00:00:00,1804569.40694,886757.14881,683020.758391,896678.742979,790492.04981
2017-09-13 01:00:00,1810944.40694,892494.64881,688758.258391,902416.242979,796229.54981
2017-09-13 02:00:00,1817319.40694,898232.14881,694495.758391,908153.742979,801967.04981
2017-09-13 03:00:00,1823694.40694,903969.64881,700233.258391,913891.242979,807704.54981
2017-09-13 04:00:00,1830069.40694,909707.14881,705970.758391,919628.742979,813442.04981
2017-09-13 05:00:00,1836444.40694,915444.64881,711708.258391,925366.242979,819179.54981
2017-09-13 06:00:00,1893664.53025,921191.211741,733414.530254,931112.80591,824917.04981
2017-09-13 07:00:00,1900039.53025,926928.711741,734300.272284,936850.30591,830654.54981
2017-09-13 08:00:00,1906414.53025,932666.211741,734300.272284,942587.80591,836392.04981
2017-09-13 09:00:00,1912789.53025,938403.711741,734300.272284,948325.30591,842129.54981
2017-09-13 10:00:00,1919164.53025,944141.211741,734300.272284,954062.80591,847867.04981
2017-09-13 11:00:00,1925539.53025,949878.711741,734300.272284,959800.30591,853604.54981
2017-09-13 12:00:00,1979645.23918,959151.105015,781524.541469,969304.591463,859342.04981
2017-09-13 13:00:00,1986020.23918,964640.362984,787262.041469,974793.849432,865079.54981
2017-09-13 14:00:00,1992395.23918,970129.620953,792999.541469,980283.107401,870817.04981
2017-09-13 15:00:00,1998770.23918,975618.878923,798737.041469,985450.215144,876554.54981
2017-09-13 16:00:00,2005145.23918,981108.136892,804474.541469,990347.341018,882292.04981
2017-09-13 17:00:00,2011520.23918,986597.394861,810102.504824,995244.466892,888029.54981
2017-09-13 18:00:00,2059999.84038,992316.265558,823249.840385,1000371.20549,893767.04981
2017-09-13 19:00:00,2066374.84038,997805.523527,824135.582415,1005268.33137,899504.54981
2017-09-13 20:00:00,2072749.84038,1003294.7815,824135.582415,1010165.45724,905242.04981
2017-09-13 21:00:00,2079124.84038,1008784.03947,824135.582415,1015062.58311,910979.54981
2017-09-13 22:00:00,2085499.84038,1014273.29744,824135.582415,1019959.70899,916717.04981
2017-09-13 23:00:00,2091874.84038,1019762.5554,824135.582415,1024737.41558,922454.54981
2017-09-14 00:00:00,2136254.59656,1027292.09764,861536.296114,1032035.52858,928192.04981
2017-09-14 01:00:00,2142629.59656,1032340.34638,867273.796114,1036868.20688,933929.54981
2017-09-14 02:00:00,2149004.59656,1037170.64946,873011.296114,1041304.50074,939667.04981
2017-09-14 03:00:00,2155379.59656,1040998.17883,878748.796114,1044720.2587,945404.54981
2017-09-14 04:00:00,2161754.59656,1044310.81423,884025.416005,1046270.367,951142.04981
2017-09-14 05:00:00,2168129.59656,1045889.78989,888596.242254,1046448.17124,956879.54981
2017-09-14 06:00:00,2208904.25704,1046357.21214,895654.257036,1046477.47799,962617.04981
2017-09-14 07:00:00,2215279.25704,1046357.21214,896539.999066,1046477.47799,968354.54981
2017-09-14 08:00:00,2221654.25704,1046357.21214,896539.999066,1046477.47799,974092.04981
2017-09-14 09:00:00,2228029.25704,1046357.21214,896539.999066,1046477.47799,979829.54981
2017-09-14 10:00:00,2234404.25704,1046357.21214,896539.999066,1046477.47799,985567.04981
2017-09-14 11:00:00,2240779.25704,1046357.21214,896539.999066,1046477.47799,991304.54981
2017-09-14 12:00:00,2279308.98991,1050652.98702,928103.998133,1050773.25288,997042.04981
2017-09-14 13:00:00,2285683.98991,1052348.06865,933841.498133,1052468.3345,1002779.54981
2017-09-14 14:00:00,2292058.98991,1053078.55525,939578.998133,1053198.8211,1008517.04981
2017-09-14 15:00:00,2298433.98991,1053121.76574,945005.792588,1053242.0316,1014254.54981
2017-09-14 16:00:00,2304808.98991,1053140.5943,949053.656599,1053260.86016,1019992.04981
2017-09-14 17:00:00,2311183.98991,1053153.94592,951818.534514,1053274.21178,1025729.54981
2017-09-14 18:00:00,2345869.32859,1053165.11612,956767.072251,1053285.38198,1031467.04981
2017-09-14 19:00:00,2352244.32859,1053165.11612,957005.070621,1053285.38198,1037204.54981
2017-09-14 20:00:00,2358619.32859,1053165.11612,957005.070621,1053285.38198,1042942.04981
2017-09-14 21:00:00,2364994.32859,1053165.11612,957005.070621,1053285.38198,1048679.54981
2017-09-14 22:00:00,2371369.32859,1053165.11612,957005.070621,1053285.38198,1054417.04981
2017-09-14 23:00:00,2377744.32859,1053165.11612,957005.070621,1053285.38198,1060154.54981
2017-09-15 00:00:00,2410369.79812,1059687.39142,982408.75111,1059824.01265,1065892.04981
2017-09-15 01:00:00,2416744.79812,1063534.39477,988146.25111,1063764.71756,1071629.54981
2017-09-15 02:00:00,2423119.79812,1065696.83118,993595.813287,1066085.95933,1077367.04981
2017-09-15 03:00:00,2429494.79812,1066264.23485,998400.01935,1066384.50071,1083104.54981
2017-09-15 04:00:00,2435869.79812,1066265.80272,1001566.36042,1066386.06858,1088842.04981
2017-09-15 05:00:00,2442244.79812,1066265.80272,1003636.44768,1066386.06858,1094579.54981
2017-09-15 06:00:00,2473060.99066,1066265.80272,1007696.73269,1066386.06858,1100317.04981
2017-09-15 07:00:00,2479435.99066,1066265.80272,1007696.73269,1066386.06858,1106054.54981
2017-09-15 08:00:00,2485810.99066,1066265.80272,1007696.73269,1066386.06858,1111792.04981
2017-09-15 09:00:00,2492185.99066,1066265.80272,1007696.73269,1066386.06858,1117529.54981
2017-09-15 10:00:00,2498560.99066,1066265.80272,1007696.73269,1066386.06858,1123267.04981
2017-09-15 11:00:00,2504935.99066,1066265.80272,1007696.73269,1066386.06858,1129004.54981
2017-09-15 12:00:00,2532835.35393,1073170.80934,1028376.42563,1073291.07519,1134742.04981
2017-09-15 13:00:00,2539210.35393,1078891.6109,1034113.92563,1079011.87676,1140479.54981
2017-09-15 14:00:00,2545585.35393,1083507.81029,1038833.68014,1083628.07614,1146217.04981
2017-09-15 15:00:00,2551960.35393,1085576.05517,1042166.31722,1085576.05517,1151954.54981
2017-09-15 16:00:00,2558335.35393,1085844.65088,1044122.41324,1085844.65088,1157443.80778
