Datetime,TotalD,GEFS,NDFD,GAVG,REAL
113,33504.67012900203,395.05356483588344,135.96566029203575,547.4400802477055,0.0
114,72029.54980990576,635.5582412517278,135.96566029203575,860.7045332718225,0.0
115,72029.54980990576,635.5582412517278,135.96566029203575,860.7045332718225,0.0
116,72029.54980990576,635.5582412517278,135.96566029203575,860.7045332718225,0.0
117,72029.54980990576,635.5582412517278,135.96566029203575,860.7045332718225,0.0
118,72029.54980990576,635.5582412517278,135.96566029203575,860.7045332718225,0.0
119,72029.54980990576,635.5582412517278,135.96566029203575,860.7045332718225,0.0
120,123365.01592533599,924.0243196819081,21301.74007904197,6207.705927522671,21.233794980360614
121,123365.01592533599,924.0243196819081,21301.74007904197,6207.705927522671,21.233794980360614
122,123365.01592533599,924.0243196819081,21301.74007904197,6207.705927522671,21.233794980360614
123,123365.01592533599,924.0243196819081,21301.74007904197,6207.705927522671,21.233794980360614
124,123365.01592533599,924.0243196819081,21301.74007904197,6207.705927522671,21.233794980360614
125,123365.01592533599,924.0243196819081,21301.74007904197,6207.705927522671,21.233794980360614
126,205562.33364263835,5834.227547087949,53727.527228950916,22976.31981585034,536.7709761921249
127,205562.33364263835,5834.227547087949,53727.527228950916,22976.31981585034,536.7709761921249
128,205562.33364263835,5834.227547087949,53727.527228950916,22976.31981585034,536.7709761921249
129,205562.33364263835,5834.227547087949,53727.527228950916,22976.31981585034,536.7709761921249
130,205562.33364263835,5834.227547087949,53727.527228950916,22976.31981585034,536.7709761921249
131,205562.33364263835,5834.227547087949,53727.527228950916,22976.31981585034,536.7709761921249
132,300832.3303977182,20576.143786451714,101783.07767321012,48957.06918884293,2169.1175686897186
133,300832.3303977182,20576.143786451714,101783.07767321012,48957.06918884293,2169.1175686897186
134,300832.3303977182,20576.143786451714,101783.07767321012,48957.06918884293,2169.1175686897186
135,300832.3303977182,20576.143786451714,101783.07767321012,48957.06918884293,2169.1175686897186
136,300832.3303977182,20576.143786451714,101783.07767321012,48957.06918884293,2169.1175686897186
137,300832.3303977182,20576.143786451714,101783.07767321012,48957.06918884293,2169.1175686897186
138,386149.98562552634,37947.07558954169,143283.5301134669,85646.42432224113,22070.873072776234
139,386149.98562552634,37947.07558954169,143283.5301134669,85646.42432224113,22070.873072776234
140,386149.98562552634,37947.07558954169,143283.5301134669,85646.42432224113,22070.873072776234
141,386149.98562552634,37947.07558954169,143283.5301134669,85646.42432224113,22070.873072776234
142,386149.98562552634,37947.07558954169,143283.5301134669,85646.42432224113,22070.873072776234
143,386149.98562552634,37947.07558954169,143283.5301134669,85646.42432224113,22070.873072776234
144,465088.10980067024,45420.284231212965,207110.8155200846,108425.37352006332,22321.06786599186
145,465088.10980067024,45420.284231212965,207110.8155200846,108425.37352006332,22321.06786599186
146,465088.10980067024,45420.284231212965,207110.8155200846,108425.37352006332,22321.06786599186
147,465088.10980067024,45420.284231212965,207110.8155200846,108425.37352006332,22321.06786599186
148,465088.10980067024,45420.284231212965,207110.8155200846,108425.37352006332,22321.06786599186
149,465088.10980067024,45420.284231212965,207110.8155200846,108425.37352006332,22321.06786599186
150,539001.6873602369,59870.33792128907,254372.16620867036,132055.5115712257,23173.95997305293
151,539001.6873602369,59870.33792128907,254372.16620867036,132055.5115712257,23173.95997305293
152,539001.6873602369,59870.33792128907,254372.16620867036,132055.5115712257,23173.95997305293
153,539001.6873602369,59870.33792128907,254372.16620867036,132055.5115712257,23173.95997305293
154,539001.6873602369,59870.33792128907,254372.16620867036,132055.5115712257,23173.95997305293
155,539001.6873602369,59870.33792128907,254372.16620867036,132055.5115712257,23173.95997305293
156,610139.3500154046,76832.97086584226,292926.9956852585,155888.98374439465,31995.544812271102
157,610139.3500154046,76832.97086584226,292926.9956852585,155888.98374439465,31995.544812271102
158,610139.3500154046,76832.97086584226,292926.9956852585,155888.98374439465,31995.544812271102
159,610139.3500154046,76832.97086584226,292926.9956852585,155888.98374439465,31995.544812271102
160,610139.3500154046,76832.97086584226,292926.9956852585,155888.98374439465,31995.544812271102
161,610139.3500154046,76832.97086584226,292926.9956852585,155888.98374439465,31995.544812271102
162,672019.4506532309,92306.8125493646,320303.1986497924,176113.96208315555,50493.92151327721
163,672019.4506532309,92306.8125493646,320303.1986497924,176113.96208315555,50493.92151327721
164,672019.4506532309,92306.8125493646,320303.1986497924,176113.96208315555,50493.92151327721
165,672019.4506532309,92306.8125493646,320303.1986497924,176113.96208315555,50493.92151327721
166,672019.4506532309,92306.8125493646,320303.1986497924,176113.96208315555,50493.92151327721
167,672019.4506532309,92306.8125493646,320303.1986497924,176113.96208315555,50493.92151327721
168,727194.4069376009,99358.78598078473,361612.743968345,192070.636292495,50493.92151327721
169,727194.4069376009,99358.78598078473,361612.743968345,192070.636292495,50493.92151327721
170,727194.4069376009,99358.78598078473,361612.743968345,192070.636292495,50493.92151327721
171,727194.4069376009,99358.78598078473,361612.743968345,192070.636292495,50493.92151327721
172,727194.4069376009,99358.78598078473,361612.743968345,192070.636292495,50493.92151327721
173,727194.4069376009,99358.78598078473,361612.743968345,192070.636292495,50493.92151327721
174,778039.5302535282,103211.2016600067,385284.4772044271,199761.50169966472,50493.92151327721
175,778039.5302535282,103211.2016600067,385284.4772044271,199761.50169966472,50493.92151327721
176,778039.5302535282,103211.2016600067,385284.4772044271,199761.50169966472,50493.92151327721
177,778039.5302535282,103211.2016600067,385284.4772044271,199761.50169966472,50493.92151327721
178,778039.5302535282,103211.2016600067,385284.4772044271,199761.50169966472,50493.92151327721
179,778039.5302535282,103211.2016600067,385284.4772044271,199761.50169966472,50493.92151327721
