Datetime,TotalD,GEFS,NDFD,GAVG,REAL
196,2161754.596558956,894767.5127390326,890549.7993774427,895489.5241303577,884204.5965589562
197,2168129.596558956,900254.1903497496,896287.2993774427,901129.1775491426,889942.0965589562
198,2208904.2570356186,908425.8796417252,913349.0669247652,909472.0270709712,895679.5965589562
199,2215279.2570356186,914163.3796417252,915806.1968436295,915209.5270709712,901417.0965589562
200,2221654.2570356186,919900.8796417252,919593.6489762738,920947.0270709712,907154.5965589562
201,2228029.2570356186,925638.3796417252,924597.9360378392,926684.5270709712,912892.0965589562
202,2234404.2570356186,931375.8796417252,930292.445667661,932422.0270709712,918629.5965589562
203,2240779.2570356186,937113.3796417252,936029.945667661,938159.5270709712,924367.0965589562
204,2279308.9899135777,945047.3042409444,945514.3119499922,945897.0323886508,930104.5965589562
205,2285683.9899135777,950784.8042409444,946662.1658005244,951634.5323886508,935842.0965589562
206,2292058.9899135777,956522.3042409444,949427.0437155133,957372.0323886508,941579.5965589562
207,2298433.9899135777,962259.8042409444,953474.907725835,963109.5323886508,947317.0965589562
208,2304808.9899135777,967997.3042409444,958901.7021815127,968847.0323886508,953054.5965589562
209,2311183.9899135777,973734.8042409444,964639.2021815127,974584.5323886508,958792.0965589562
210,2345869.3285903605,982030.4699948062,973814.1384795071,982458.50099914,964529.5965589562
211,2352244.3285903605,987588.9382272972,973814.1384795071,988196.00099914,970267.0965589562
212,2358619.3285903605,993309.4473925406,973814.1384795071,993933.50099914,976004.5965589562
213,2364994.3285903605,999046.9473925406,973814.1384795071,999671.00099914,981742.0965589562
214,2371369.3285903605,1004784.4473925406,973814.1384795071,1005408.50099914,987479.5965589562
215,2377744.3285903605,1010521.9473925406,973814.1384795071,1011146.00099914,993217.0965589562
216,2410369.7981234323,1011889.9028887796,990156.6695123503,1012296.5328990689,995788.590944182
217,2416744.7981234323,1012612.7070860877,993669.2899139491,1013362.0083895304,998366.3460385154
218,2423119.7981234323,1013794.4089711485,997599.0381194532,1014546.8151045274,1001006.4388803967
219,2429494.7981234323,1015377.2522870072,1002141.2480263878,1016073.7243085427,1003558.5956295808
220,2435869.7981234323,1017643.9314768859,1007367.1494475228,1019467.0559914422,1006313.9920614784
221,2442244.7981234323,1021947.5309907325,1012818.3602326887,1024405.7360452056,1009897.2954519192
222,2473060.990658875,1027813.157684752,1024514.3977428551,1029985.021270471,1015634.7954519192
223,2479435.990658875,1029592.7886638015,1025036.5186665053,1033221.5224644783,1020914.4968317315
224,2485810.990658875,1032231.9403757949,1026651.3022996564,1035245.8767301013,1026651.9968317315
225,2492185.990658875,1035623.3796289035,1029368.9265314341,1038155.4931563212,1032269.1998551093
226,2498560.990658875,1039971.296822171,1033492.5112083568,1041707.3238171093,1037258.8820012928
227,2504935.990658875,1043848.3148922455,1038832.0664846748,1046202.2494691506,1042836.580324856
228,2532835.3539336137,1049290.3793278395,1046045.9470011271,1051701.2465560571,1048574.080324856
229,2539210.3539336137,1051542.8458535396,1046530.988876915,1052385.614247419,1053329.623797162
230,2545585.3539336137,1053248.69646025,1047668.1722233688,1053871.5841092146,1058733.6316314905
231,2551960.3539336137,1054980.1835469366,1049624.2682456817,1056144.714742397,1063530.9915566691
232,2558335.3539336137,1059032.642109681,1052956.9053254586,1059153.0532356356,1068795.9083609518
233,2564710.3539336137,1063994.8912954454,1057676.6598309246,1063098.840120634,1074254.8614097657
234,2589777.8326084604,1069754.463434295,1064722.642497607,1068793.8275309147,1079992.3614097657
235,2596152.8326084604,1070915.5741714733,1064722.642497607,1070055.6207884168,1083512.1631057686
236,2602527.8326084604,1070915.5741714733,1064722.642497607,1071517.8767776475,1087540.5325127547
237,2608902.8326084604,1072149.2436856823,1064722.642497607,1071814.5824659495,1091504.318191821
238,2615277.8326084604,1072841.5438624122,1064722.642497607,1072133.8738153167,1096855.5402218592
239,2621652.8326084604,1074091.7474074136,1064722.642497607,1073954.2895287394,1102593.040221859
240,2645343.040221859,1076133.283748218,1073159.0404032958,1075978.3916548318,1102593.040221859
241,2651718.040221859,1077335.4319562542,1075568.890406123,1077578.861673859,1102593.040221859
242,2658093.040221859,1079780.0237529536,1078402.2404299905,1080087.4114760119,1102593.040221859
243,2664468.040221859,1082692.4673644935,1082396.4218506883,1083193.201427049,1102593.040221859
244,2670843.040221859,1085255.4448620712,1085330.3710026657,1086504.5515023114,1102593.040221859
245,2677218.040221859,1088376.1152667985,1089015.0463020052,1090032.438255097,1102593.040221859
246,2698089.044101168,1093235.58341199,1096533.8539903145,1095138.360999119,1107875.3014939786
247,2704464.044101168,1094088.238102804,1096810.2190387063,1095142.6020088564,1111520.5974531556
248,2710839.044101168,1094913.6892513577,1097240.3304155683,1095146.8047426534,1114546.361111301
249,2717214.044101168,1095101.9650832152,1098427.571448015,1095433.4037831784,1117109.5663769715
250,2723589.044101168,1097699.6366025743,1100630.0806229543,1096856.8751446623,1119224.0184631257
251,2729964.044101168,1100782.9755119886,1104143.4039411133,1099940.2140540767,1120612.1952403286
252,2750018.6854381417,1105808.7649250443,1110213.4953272883,1104970.4248469295,1122793.3136279127
253,2756393.6854381417,1106379.6049435148,1110405.1066070779,1104976.4034234858,1124393.6454716017
254,2762768.6854381417,1108546.884030359,1110815.6939807693,1105143.9043722379,1127607.9252181796
255,2769143.6854381417,1108714.9992489654,1111414.392263236,1106760.2774668604,1128770.1226456084
256,2775518.6854381417,1110229.1977798855,1113027.700233615,1108269.3331714086,1130895.1018486975
257,2781893.6854381417,1112890.2033520376,1115673.493967718,1111159.0009483455,1133068.8329379119
258,2799100.7814703425,1117424.654763795,1121045.5913594896,1116262.1762803246,1134501.3712546949
259,2805475.7814703425,1117424.654763795,1121045.5913594896,1116919.2174125062,1136207.7357270713
260,2811850.7814703425,1117424.654763795,1121045.5913594896,1118982.6632452852,1138530.3600119248
261,2818225.7814703425,1117424.654763795,1121045.5913594896,1118982.6632452852,1140010.7085456296
262,2824600.7814703425,1118818.7124760177,1121045.5913594896,1119426.7816093897,1141818.8144342897
263,2830975.7814703425,1119796.9149828462,1121045.5913594896,1120118.7648058897,1144828.6630306065
264,2846953.663030606,1122469.2997850568,1124785.9028673775,1122791.1496081003,1144828.6630306065
265,2853328.663030606,1123274.2051228562,1126546.0235618209,1123606.2403372927,1144828.6630306065
266,2859703.663030606,1124967.9069085373,1128548.619630327,1125314.8220578325,1144828.6630306065
267,2866078.663030606,1125583.8941129697,1131306.2372871928,1125918.2423876708,1144828.6630306065
268,2872453.663030606,1125694.6799377971,1132202.5596788465,1126016.5297608408,1144828.6630306065
269,2878828.663030606,1127130.3223066262,1134173.508994699,1127452.17212967,1146870.8460735567
270,2893793.7075187936,1131141.1868179226,1139238.5174079405,1131463.0366409663,1149462.9575659924
