308548,29.67574,-82.357221
306920,30.324442,-82.302284
295738,30.238263,-85.63151
303634,29.952386,-82.166599
295749,28.298304,-80.700331
295753,26.193535,-80.476683
306919,30.388801,-85.197915
295742,26.868933,-81.941077
295752,28.84364,-82.52481
295726,29.986584,-81.865036
295754,26.118786,-81.400955
306909,30.221333,-82.623168
294452,27.190581,-81.806253
295725,29.580899,-83.195666
293656,30.335245,-81.648113
295737,30.611638,-87.3389
308547,29.474912,-81.286305
306911,29.810176,-84.799174
306918,30.578687,-84.612607
303633,29.723456,-82.795801
295743,26.95481,-81.19082
306917,29.907257,-85.256537
295736,30.491226,-82.951069
295746,27.492846,-81.82158
307626,26.539967,-81.152114
295751,28.573043,-82.466227
295756,27.342627,-81.340921
295757,27.906607,-82.349719
295735,30.866222,-85.812959
307624,27.700528,-80.574789
295734,30.789249,-85.208814
295733,30.424558,-83.890859
295732,29.990066,-83.17851
308551,28.764113,-81.712282
295758,26.559035,-81.891994
306916,30.45931,-84.2778
295724,29.284457,-82.783462
308549,30.259849,-84.86858
295731,30.447233,-83.470416
295744,27.481682,-82.368767
306922,29.202805,-82.0431
308550,27.083604,-80.398201
295755,25.61058,-80.499137
295759,24.535414,-82.00692
295730,30.605926,-81.764929
306915,30.665851,-86.594187
295760,27.385592,-80.887388
295750,28.514435,-81.323295
295748,28.059027,-81.139312
295761,26.649124,-80.448374
295739,28.307465,-82.464584
295745,27.903122,-82.739518
295747,27.953115,-81.692783
306910,29.606006,-81.740894
308371,29.890644,-81.383948
308372,27.379812,-80.443537
306914,30.701838,-87.012762
295741,27.184386,-82.365835
303665,28.690092,-81.131989
295740,28.71431,-82.074703
295729,30.189244,-82.992754
295728,30.009908,-83.609483
306913,30.05428,-82.366918
306921,29.057769,-81.161792
306912,30.140358,-84.375112
295727,30.631211,-86.176614
295762,30.602217,-85.662797
