1008531,36.043954,-79.400573
1008532,35.920951,-81.177467
1008533,36.489356,-81.132299
1008534,34.974996,-80.109959
1008535,36.443469,-81.499334
1008536,36.07209,-81.920285
1026333,35.482313,-76.842014
1026334,36.059043,-76.962364
1026336,34.591938,-78.539489
1026340,34.038754,-78.227765
1008538,35.609374,-82.530415
1008539,35.746182,-81.70618
1008540,35.388369,-80.552694
1008541,35.957915,-81.530002
1026335,36.342344,-76.162488
1026337,34.858343,-76.53586
1008542,36.394298,-79.339609
1008543,35.661883,-81.214906
1008544,35.704994,-79.251454
1008545,35.136232,-84.061309
1025822,36.128979,-76.602752
1008546,35.052997,-83.752264
1008547,35.33463,-81.557114
1026339,34.261602,-78.639308
1026123,35.116829,-77.08132
1026124,35.050192,-78.828719
1026125,36.372174,-75.941224
1026133,35.606269,-75.767536
1008548,35.795131,-80.207107
1008549,35.929355,-80.542552
1026132,34.934403,-77.933543
1008550,36.033822,-78.87812
1008551,35.917051,-77.602662
1008552,36.132466,-80.256961
1008553,36.088241,-78.28309
1008554,35.293344,-81.177256
1026126,36.442135,-76.702355
1008555,35.348364,-83.830915
1008556,36.299884,-78.657634
1008557,35.481959,-77.681688
1008558,36.079065,-79.788665
1008559,36.251438,-77.644842
1008560,35.368635,-78.87161
1008561,35.557099,-82.972823
1008562,35.336415,-82.479741
1026127,36.363517,-76.981616
1008563,35.017233,-79.241964
1008564,35.408157,-76.153687
1008565,35.806355,-80.874539
1008566,35.279929,-83.122478
1026327,35.5134,-78.367311
1026338,35.032268,-77.356195
1008567,35.476336,-79.172117
1008568,35.240068,-77.63551
1008569,35.488491,-81.226892
1025836,35.682232,-82.048029
1025833,35.152959,-83.421901
1025834,35.864078,-82.712731
1026328,35.847301,-77.119602
1008570,35.246862,-80.833832
1008571,36.013102,-82.163554
1008572,35.334415,-79.906602
1008573,35.308272,-79.492725
1008574,35.965945,-77.987555
1026329,34.183442,-77.864209
1008575,36.421774,-77.398352
1026341,34.763109,-77.499469
1008576,36.062526,-79.120034
1023355,35.147575,-76.665268
1026330,36.265184,-76.260696
1026129,34.512556,-77.888106
1025841,36.180897,-76.403244
1008577,36.386336,-78.965644
1008578,35.592965,-77.373138
1008579,35.277901,-82.167621
1008580,35.709915,-79.806215
1008581,35.004636,-79.755695
1026130,34.63921,-79.100881
1008582,36.381806,-79.782754
1008583,35.641329,-80.521722
1008584,35.402747,-81.919582
1026131,34.989298,-78.371174
1008585,34.840023,-79.477337
1025844,35.310449,-80.254374
1008586,36.393506,-80.266199
1008587,36.415416,-80.686463
1008588,35.568849,-83.465614
1008589,35.210079,-82.816653
1026332,35.87042,-76.165345
1008590,34.991817,-80.530435
1008591,36.365481,-78.405434
1008592,35.789846,-78.650624
1008593,36.398105,-78.099899
1026331,35.844713,-76.572291
1008594,36.235368,-81.709888
1026128,35.35419,-78.00867
1008595,36.208883,-81.166095
1008596,35.700357,-77.921598
1008597,36.158765,-80.665164
1008598,35.889455,-82.304119
